definir_nombre_tournois 10
Stollar_Fanny Keller_Nadine
Husaric_Anita Brouleau_Lou
ozgen_Pemra Liang_En-shuo
Wirges_Angelina Vicens_Rosa
Pavlyuchenkova_Anastasia Capurro_Martina
Rosca_Christina Guo_Shanshan
Chavatipon_Charlotte Raducanu_Emma
Stosur_Samantha Ghioroaie_Ylona-Georgiana
KrejCikova_Barbora Kudermetova_Polina
Jacquemot_Elsa Bechri_Chiraz
Wagner_Stephanie Bihan_Kelia
Desperrier_Gaelle Grabher_Julia
Marfutina_Maria Baptiste_Hailey
Garland_Joanna Koval_Vlada
Yudanov_Marina Bozovic_Alexandra
Barthel_Mona Georgeta_Oana
Sugnaux_Tess Ianchuk_Olga
Bencheikh_Loudmilla Silich_Alina
Barty_Ashleigh Drazic_Mariana
Grammatikopoulou_Valentini Galfi_Dalma
Zavatska_Katarina Marand_Sanaz
Pellicano_Helene Reyngold_Ekaterina
Falconi_Irina Arseneault_Ariana
Dascalu_Nicoleta Hsu_Chieh-yu
Zidansek_Tamara Bara_Irina
Sato_Naho Vondrousova_Marketa
Liu_Fangzhou Seibold_Emily
Van_Chanelle Cao_Siqi
Ostapenko_Jeļena Anderson_Robin
Hercog_Polona Glatch_Alexa
Duan_Yingying McPhee_Kaylah
Muramatsu_Chihiro Andreescu_Bianca
Chernyshova_Maryna Oliynykova_Oleksandra
Hosonuma_Chisa Gamiz_Andrea
Chanta_Aunchisa Gram_Olivia
Benoit_Marie Oosterhout_Erica
Strakhova_Valeriya Christensen_Elle
Delai_Melania Kawa_Katarzyna
Inoue_Hina Shusharina_Maria
Ostlund_Fanny Kuzmova_Katarina
Chong_Eudice Day_Kayla
Sebov_Katherine Giovine_Claudia
Monroy_Yuliana Stamatova_Julia
Hibino_Nao Parnaby_Alana
Ignatik_Alexandra Karunaratne_Adithya
Hoste_Claudia Davis_Emma
Steur_Julyette Mansouri_Yasmine
Lottner_Antonia Palkina_Ksenia
Pera_Bernarda Chang_Han-na
Suvrijn_Jade Gaspar_Ioana
Hatouka_Yuliya Partaud_Marine
Kilnarova_Monica Cabaj_Jacqueline
Dema_Viktoriia Dulgheru_Alexandra
Cako_Jacqueline Gleason_Quinn
Strycova_Barbora Lemoine_Quirine
Ozaki_Risa Belgraver_Julie
Namigata_Junri Jorge_Francisca
Yuan_Yue Saigo_Yukina
Livianu_Jessica Pislak_Manca
Rosatello_Camilla Arcidiacono_Federica
Zhang_Shuai Stewart_Katerina
Flipkens_Kirsten Cristian_Jaqueline
Han_Na-lae Siniakova_Katerina
Stollar_Fanny Husaric_Anita
Wirges_Angelina ozgen_Pemra
Rosca_Christina Pavlyuchenkova_Anastasia
Chavatipon_Charlotte Stosur_Samantha
KrejCikova_Barbora Jacquemot_Elsa
Desperrier_Gaelle Wagner_Stephanie
Garland_Joanna Marfutina_Maria
Barthel_Mona Yudanov_Marina
Bencheikh_Loudmilla Sugnaux_Tess
Barty_Ashleigh Grammatikopoulou_Valentini
Zavatska_Katarina Pellicano_Helene
Dascalu_Nicoleta Falconi_Irina
Sato_Naho Zidansek_Tamara
Van_Chanelle Liu_Fangzhou
Ostapenko_Jeļena Hercog_Polona
Duan_Yingying Muramatsu_Chihiro
Hosonuma_Chisa Chernyshova_Maryna
Chanta_Aunchisa Benoit_Marie
Strakhova_Valeriya Delai_Melania
Inoue_Hina Ostlund_Fanny
Sebov_Katherine Chong_Eudice
Hibino_Nao Monroy_Yuliana
Ignatik_Alexandra Hoste_Claudia
Lottner_Antonia Steur_Julyette
Pera_Bernarda Suvrijn_Jade
Kilnarova_Monica Hatouka_Yuliya
Dema_Viktoriia Cako_Jacqueline
Ozaki_Risa Strycova_Barbora
Yuan_Yue Namigata_Junri
Livianu_Jessica Rosatello_Camilla
Zhang_Shuai Flipkens_Kirsten
Stollar_Fanny Han_Na-lae
Wirges_Angelina Rosca_Christina
Chavatipon_Charlotte KrejCikova_Barbora
Desperrier_Gaelle Garland_Joanna
Bencheikh_Loudmilla Barthel_Mona
Zavatska_Katarina Barty_Ashleigh
Dascalu_Nicoleta Sato_Naho
Van_Chanelle Ostapenko_Jeļena
Hosonuma_Chisa Duan_Yingying
Chanta_Aunchisa Strakhova_Valeriya
Inoue_Hina Sebov_Katherine
Hibino_Nao Ignatik_Alexandra
Pera_Bernarda Lottner_Antonia
Dema_Viktoriia Kilnarova_Monica
Yuan_Yue Ozaki_Risa
Livianu_Jessica Zhang_Shuai
Stollar_Fanny Wirges_Angelina
Desperrier_Gaelle Chavatipon_Charlotte
Zavatska_Katarina Bencheikh_Loudmilla
Dascalu_Nicoleta Van_Chanelle
Hosonuma_Chisa Chanta_Aunchisa
Inoue_Hina Hibino_Nao
Pera_Bernarda Dema_Viktoriia
Livianu_Jessica Yuan_Yue
Stollar_Fanny Desperrier_Gaelle
Zavatska_Katarina Dascalu_Nicoleta
Hosonuma_Chisa Inoue_Hina
Pera_Bernarda Livianu_Jessica
Stollar_Fanny Zavatska_Katarina
Hosonuma_Chisa Pera_Bernarda
Stollar_Fanny Hosonuma_Chisa
affichage_matchs_tournoi New-York 2019
enregistrement_tournoi Melbourne 2020
Pironkova_Tsvetana Kawa_Katarzyna
Akugue_Noma Kozyreva_Maria
Scala_Camilla Delai_Melania
Gao_Xinyu Katic_Vlada
Naya_Guillermina Georges_Myrtille
Bertoloni_Anita Hewitt_Dalayna
Gerlach_Katharina Stollar_Fanny
Gatto-Monticone_Giulia Malmqvist_Linnea
Christie_Freya Bencic_Belinda
Grammatikopoulou_Valentini Wang_Yafan
Kulikova_Anastasia Tran_Lian
Isaeva_Anhzelika Radisic_Nika
Schader_Laura Wang_Xinyu
Diyas_Zarina Juhaszova_Vivien
Mrdeza_Tereza Lizarazo_Yuliana
Whittle_Sophia Vukovic_Draginja
Scholl_Chiara Burdina_Evgeniya
Bernardi_Clothilde  Serban_Raluca
Bejlek_Sara Duan_Yingying
Moratelli_Angelica Inoue_Miyabi
Kovinic_Danka Vondrousova_Marketa
Pera_Bernarda Barty_Ashleigh
Herrmann_Sina Shalimova_Ekaterina
Prati_Federica Wurth_Tara
Jaruskova_Timea ozgen_Pemra
Zanevska_Maryna Wildgruber_Anja
Pribylova_Anastasia Haddad_Beatriz
Radwanska_Urszula Gasanova_Anastasia
Galfi_Dalma Ambrosio_Silvia
Buyukakçay_Çagla Zhao_Carol
Konjuh_Ana Yepifanova_Alexandra
Zavatska_Katarina Monnet_Carole
Jeong_Sunam Gjorcheska_Lina
Ponomar_Lisa Bogdan_Ana
Dabrowski_Gabriela Nagy_Adrienn
Kvitova_Petra Pegula_Jessica
Hoste_Claudia Morisaki_Kanako
Fetecau_Irina Weedon_Andrea
Linette_Magda Puig_Monica
Andreescu_Bianca Navarro_Emma
Caregaro_Martina Camila_Maria
Wu_Ho-Ching Curovic_Tamara
Osuigwe_Whitney Dunne_Katy
MaleCkova_Jesika Bellis_Catherine
Orange_Margaux Saez_Olga
Anisimova_Amanda Ignatik_Alexandra
Kessler_Mccartney Minokoshi_Mai
Muramatsu_Chihiro Scilipoti_Sebastianna
Gracheva_Varvara Lemoine_Quirine
Cepede_Veronica Rogers_Shelby
Ccuno_Romina Yi_Hong
Shapatava_Sofia Cao_Siqi
Ahn_Kristie Manasse_Maegan
Parry_Diane Matsuda_Misaki
Gavrila_Oana Scott_Katrina
Dema_Viktoriia Carter_Hayley
Carreras_Amanda Brouleau_Lou
Ortenzi_Jazmin Kuzmova_Katarina
Akita_Shiho Samudio_Antonia
Berankova_Karolina Sato_Naho
Astakhova_Darya Bhunu_Valeria
Cocciaretto_Elisabetta Ostapenko_Jeļena
Arango_Emiliana Grabher_Julia
Noel_Mallaurie Drazic_Mariana
Akugue_Noma Pironkova_Tsvetana
Scala_Camilla Gao_Xinyu
Naya_Guillermina Bertoloni_Anita
Gatto-Monticone_Giulia Gerlach_Katharina
Grammatikopoulou_Valentini Christie_Freya
Kulikova_Anastasia Isaeva_Anhzelika
Schader_Laura Diyas_Zarina
Whittle_Sophia Mrdeza_Tereza
Bernardi_Clothilde  Scholl_Chiara
Moratelli_Angelica Bejlek_Sara
Pera_Bernarda Kovinic_Danka
Prati_Federica Herrmann_Sina
Zanevska_Maryna Jaruskova_Timea
Pribylova_Anastasia Radwanska_Urszula
Galfi_Dalma Buyukakçay_Çagla
Zavatska_Katarina Konjuh_Ana
Ponomar_Lisa Jeong_Sunam
Dabrowski_Gabriela Kvitova_Petra
Hoste_Claudia Fetecau_Irina
Andreescu_Bianca Linette_Magda
Wu_Ho-Ching Caregaro_Martina
Osuigwe_Whitney MaleCkova_Jesika
Orange_Margaux Anisimova_Amanda
Kessler_Mccartney Muramatsu_Chihiro
Gracheva_Varvara Cepede_Veronica
Shapatava_Sofia Ccuno_Romina
Ahn_Kristie Parry_Diane
Gavrila_Oana Dema_Viktoriia
Carreras_Amanda Ortenzi_Jazmin
Berankova_Karolina Akita_Shiho
Astakhova_Darya Cocciaretto_Elisabetta
Noel_Mallaurie Arango_Emiliana
Akugue_Noma Scala_Camilla
Gatto-Monticone_Giulia Naya_Guillermina
Kulikova_Anastasia Grammatikopoulou_Valentini
Whittle_Sophia Schader_Laura
Bernardi_Clothilde  Moratelli_Angelica
Pera_Bernarda Prati_Federica
Pribylova_Anastasia Zanevska_Maryna
Galfi_Dalma Zavatska_Katarina
Ponomar_Lisa Dabrowski_Gabriela
Hoste_Claudia Andreescu_Bianca
Osuigwe_Whitney Wu_Ho-Ching
Orange_Margaux Kessler_Mccartney
Shapatava_Sofia Gracheva_Varvara
Gavrila_Oana Ahn_Kristie
Berankova_Karolina Carreras_Amanda
Noel_Mallaurie Astakhova_Darya
Gatto-Monticone_Giulia Akugue_Noma
Kulikova_Anastasia Whittle_Sophia
Pera_Bernarda Bernardi_Clothilde 
Galfi_Dalma Pribylova_Anastasia
Ponomar_Lisa Hoste_Claudia
Orange_Margaux Osuigwe_Whitney
Gavrila_Oana Shapatava_Sofia
Noel_Mallaurie Berankova_Karolina
Gatto-Monticone_Giulia Kulikova_Anastasia
Pera_Bernarda Galfi_Dalma
Ponomar_Lisa Orange_Margaux
Gavrila_Oana Noel_Mallaurie
Pera_Bernarda Gatto-Monticone_Giulia
Ponomar_Lisa Gavrila_Oana
Pera_Bernarda Ponomar_Lisa
affichage_matchs_tournoi Londres 2019
enregistrement_tournoi Paris 2020
Lee_Gabriela Azarenka_Victoria
Oosterhout_Erica Paoletti_Matilde
Burrage_Jodie Kukharchuk_Nika
Putintseva_Yulia Lopatetska_Daria
Kennel_Karin Kubka_Martyna
Maristany_Guiomar Hayashi_Erina
Gutierrez_Maria Konta_Johanna
Rushiti_Arlinda Milovanovic_Elena
Hodzic_Mina Chernyshova_Maryna
Hoedt_Merel Cavalle-Reimers_Yvonne
Lao_Danielle Poznikhirenko_Ganna
Kalinina_Anhelina Anisimova_Amanda
Fetecau_Irina Bartunkova_Nikola
Babel_Oceane Ghioroaie_Ylona-Georgiana
Vekic_Donna Ghitescu_Andreea
Lapko_Vera Antonitsch_Mira
Lamens_Suzan Milatova_Sofia
Bouzas_Jessica Komardina_Anastasiya
Yashina_Ekaterina Dmitrichenko_Yekaterina
Krunic_Aleksandra Badosa_Paula
Jokic_Katarina Dart_Harriet
Shinikova_Isabella Bhunu_Valeria
Sanesi_Gaia Cisovska_Romana
Murray_Samantha Schunk_Nastasja
Gonzalez_Montserrat Plazas_Jessica
Ochsner_Svenja Dinu_Cristina
Halep_Simona Kissell_Joelle
Zhu_Lin Khromacheva_Irina
Volynets_Katie Fett_Jana
Kaji_Haruka Guo_Shanshan
Babic_Vladica Lorenzo_Francesca
Gervais_Julie Dabrowski_Gabriela
Arruabarrena_Lara Benoit_Marie
Bucsa_Cristina Hon_Priscilla
Riera_Julia Kozlova_Kateryna
Kanev_Kathleen Hercog_Polona
Chaudhari_Vaidehi Govortsova_Olga
Anshba_Amina Jeong_Sunam
Sakkari_Maria Rusova_Alica
Boulter_Katie Bojovic_Jana
Klincov_Bojana Gavrilova_Daria
Min_Grace Bouchard_Eugenie
Liu_Fangzhou Vasilescu_Arina
Cepelova_Jana Cengiz_Berfu
Lepchenko_Varvara Ostapenko_Jeļena
Broady_Naomi Laskutova_Ksenia
Burillo_Irene Ianchuk_Olga
Snigur_Daria Hondo_Sakura
Naya_Guillermina Steur_Julyette
Lee_Ya-Hsuan Nara_Kurumi
Muramatsu_Chihiro Kinard_Tori
Tauson_Clara Cao_Siqi
Ganz_Fiona Kruger_Isabella
Andrianjafitrimo_Tessah Zheng_Qinwen
Chikaraishi_Yui Marfutina_Maria
Keller_Nadine Al-Nabhani_Fatma
Mansouri_Yasmine Howard_Zoe
Sorribes_Sara Contreras_Fernanda
Ramirez_Evita Gasparyan_Margarita
Osaka_Mari Kudermetova_Veronika
Kalinskaya_Anna Boskovic_Lea
Puig_Monica Cheapchandej_Patcharin
Minella_Mandy Mikulskyte_Justina
Craciun_Georgia Parnaby_Alana
Oosterhout_Erica Lee_Gabriela
Burrage_Jodie Putintseva_Yulia
Maristany_Guiomar Kennel_Karin
Rushiti_Arlinda Gutierrez_Maria
Hoedt_Merel Hodzic_Mina
Kalinina_Anhelina Lao_Danielle
Babel_Oceane Fetecau_Irina
Vekic_Donna Lapko_Vera
Bouzas_Jessica Lamens_Suzan
Krunic_Aleksandra Yashina_Ekaterina
Jokic_Katarina Shinikova_Isabella
Murray_Samantha Sanesi_Gaia
Ochsner_Svenja Gonzalez_Montserrat
Zhu_Lin Halep_Simona
Volynets_Katie Kaji_Haruka
Babic_Vladica Gervais_Julie
Arruabarrena_Lara Bucsa_Cristina
Kanev_Kathleen Riera_Julia
Anshba_Amina Chaudhari_Vaidehi
Sakkari_Maria Boulter_Katie
Min_Grace Klincov_Bojana
Cepelova_Jana Liu_Fangzhou
Lepchenko_Varvara Broady_Naomi
Snigur_Daria Burillo_Irene
Lee_Ya-Hsuan Naya_Guillermina
Muramatsu_Chihiro Tauson_Clara
Andrianjafitrimo_Tessah Ganz_Fiona
Keller_Nadine Chikaraishi_Yui
Sorribes_Sara Mansouri_Yasmine
Osaka_Mari Ramirez_Evita
Kalinskaya_Anna Puig_Monica
Craciun_Georgia Minella_Mandy
Oosterhout_Erica Burrage_Jodie
Maristany_Guiomar Rushiti_Arlinda
Kalinina_Anhelina Hoedt_Merel
Babel_Oceane Vekic_Donna
Bouzas_Jessica Krunic_Aleksandra
Jokic_Katarina Murray_Samantha
Ochsner_Svenja Zhu_Lin
Babic_Vladica Volynets_Katie
Arruabarrena_Lara Kanev_Kathleen
Anshba_Amina Sakkari_Maria
Min_Grace Cepelova_Jana
Lepchenko_Varvara Snigur_Daria
Lee_Ya-Hsuan Muramatsu_Chihiro
Andrianjafitrimo_Tessah Keller_Nadine
Sorribes_Sara Osaka_Mari
Craciun_Georgia Kalinskaya_Anna
Oosterhout_Erica Maristany_Guiomar
Kalinina_Anhelina Babel_Oceane
Jokic_Katarina Bouzas_Jessica
Ochsner_Svenja Babic_Vladica
Anshba_Amina Arruabarrena_Lara
Min_Grace Lepchenko_Varvara
Lee_Ya-Hsuan Andrianjafitrimo_Tessah
Craciun_Georgia Sorribes_Sara
Kalinina_Anhelina Oosterhout_Erica
Ochsner_Svenja Jokic_Katarina
Anshba_Amina Min_Grace
Craciun_Georgia Lee_Ya-Hsuan
Kalinina_Anhelina Ochsner_Svenja
Anshba_Amina Craciun_Georgia
Kalinina_Anhelina Anshba_Amina
affichage_matchs_tournoi Melbourne 2020
enregistrement_tournoi Londres 2020
Gabueva_Angelina Vicens_Rosa
Zhang_Ying Antonitsch_Mira
Ainitdinova_Gozal Chirico_Louisa
Lahey_Ashley Falkowska_Weronika
Arshinkova_Petia Abanda_Françoise
KrejCikova_Barbora Silva_Eden
Murta_Ines Mishina_Daria
Lee_Sarah Ochsner_Svenja
Mrdeza_Tereza Gillan_Alice
Cakarevic_Sara Mintegi_Ane
Grana_Thaisa Eikeri_Ulrikke
Bandecchi_Susan Vanlangendonck_Eliessa
Hu_Victoria Hogenkamp_Richel
Koshiishi_Ayumi Helmi_Olga
Bacsinszky_Timea Gonzalez_Montserrat
BreCkova_Nikola Soylu_İpek
Meliss_Verena Barthel_Mona
Parnaby_Alana Tilbuerger_Jantje
Kraus_Sinja Kobori_Momoko
Herdzelas_Dea Detiuc_Anastasia
MaleCkova_Jesika Kenin_Sofia
Fourlis_Jaimee Gamiz_Andrea
Ruse_Elena-Gabriela Kostyuk_Marta
Dentoni_Corinna Williams_Venus
Samavati_Sofia Hsu_Chieh-yu
Kolodynska_Jana Steur_Julyette
Ramialison_Irina Bejlek_Sara
Nguyen_Lucie LovriC_Pia
Suarez_Carla Babos_Timea
Pegula_Jessica Ibbou_Ines
Palkina_Ksenia Doi_Misaki
Lottner_Antonia Kalieva_Elvina
Cristian_Jaqueline Ivakhnenko_Valentyna
Smith_Alicia Struplova_Julie
Montez_Pamela Martic_Petra
Black_Hurricane Keller_Nadine
Samir_Sandra Brito_Fernanda
Giovine_Claudia Fetecau_Irina
Zhang_Yuxuan Colling_Solymar
Bondarenko_Maria Gambogi_Sara
Burel_Clara Zlochova_Zuzana
Han_Jiangxue Defalco_Jenna
Maristany_Guiomar Kerber_Angelique
Giavara_Haley Giuseppe_Martina 
Georgeta_Oana Glatch_Alexa
Husaric_Anita Watson_Heather
Rossi_Federica Kovapitukted_Punnin
Lao_Danielle Gadecki_Olivia
Stephens_Sloane Birrell_Kimberly
Rey_Alba Davis_Lauren
Jorge_Matilde Errani_Sara
Ghitescu_Andreea Weedon_Andrea
Albie_Audrey Stollar_Fanny
Sakatsume_Himeno Vidmanova_Darja
Vismane_Daniela Rodriguez_Victoria
Rusova_Alica Podoroska_Nadia
Sherif_Mayar Haddad_Beatriz
Azarenka_Victoria Delai_Melania
Routliffe_Erin Orange_Margaux
Kawa_Katarzyna Babic_Vladica
Melnikova_Marina Teichmann_Jil
Gatto-Monticone_Giulia Zantedeschi_Aurora
Muntean_Victoria Pironkova_Tsvetana
Ekani_Irys McNally_Catherine
Gabueva_Angelina Zhang_Ying
Lahey_Ashley Ainitdinova_Gozal
Arshinkova_Petia KrejCikova_Barbora
Murta_Ines Lee_Sarah
Cakarevic_Sara Mrdeza_Tereza
Bandecchi_Susan Grana_Thaisa
Koshiishi_Ayumi Hu_Victoria
BreCkova_Nikola Bacsinszky_Timea
Meliss_Verena Parnaby_Alana
Herdzelas_Dea Kraus_Sinja
MaleCkova_Jesika Fourlis_Jaimee
Ruse_Elena-Gabriela Dentoni_Corinna
Samavati_Sofia Kolodynska_Jana
Nguyen_Lucie Ramialison_Irina
Pegula_Jessica Suarez_Carla
Lottner_Antonia Palkina_Ksenia
Smith_Alicia Cristian_Jaqueline
Montez_Pamela Black_Hurricane
Samir_Sandra Giovine_Claudia
Bondarenko_Maria Zhang_Yuxuan
Han_Jiangxue Burel_Clara
Maristany_Guiomar Giavara_Haley
Georgeta_Oana Husaric_Anita
Lao_Danielle Rossi_Federica
Stephens_Sloane Rey_Alba
Ghitescu_Andreea Jorge_Matilde
Albie_Audrey Sakatsume_Himeno
Rusova_Alica Vismane_Daniela
Sherif_Mayar Azarenka_Victoria
Routliffe_Erin Kawa_Katarzyna
Gatto-Monticone_Giulia Melnikova_Marina
Muntean_Victoria Ekani_Irys
Lahey_Ashley Gabueva_Angelina
Murta_Ines Arshinkova_Petia
Cakarevic_Sara Bandecchi_Susan
Koshiishi_Ayumi BreCkova_Nikola
Meliss_Verena Herdzelas_Dea
Ruse_Elena-Gabriela MaleCkova_Jesika
Samavati_Sofia Nguyen_Lucie
Pegula_Jessica Lottner_Antonia
Smith_Alicia Montez_Pamela
Bondarenko_Maria Samir_Sandra
Han_Jiangxue Maristany_Guiomar
Georgeta_Oana Lao_Danielle
Stephens_Sloane Ghitescu_Andreea
Rusova_Alica Albie_Audrey
Sherif_Mayar Routliffe_Erin
Gatto-Monticone_Giulia Muntean_Victoria
Lahey_Ashley Murta_Ines
Cakarevic_Sara Koshiishi_Ayumi
Meliss_Verena Ruse_Elena-Gabriela
Pegula_Jessica Samavati_Sofia
Bondarenko_Maria Smith_Alicia
Han_Jiangxue Georgeta_Oana
Rusova_Alica Stephens_Sloane
Gatto-Monticone_Giulia Sherif_Mayar
Lahey_Ashley Cakarevic_Sara
Pegula_Jessica Meliss_Verena
Han_Jiangxue Bondarenko_Maria
Rusova_Alica Gatto-Monticone_Giulia
Lahey_Ashley Pegula_Jessica
Han_Jiangxue Rusova_Alica
Han_Jiangxue Lahey_Ashley
enregistrement_tournoi New-York 2020
Liu_Chang Bassols_Marina
Lavino_Irene Park_Sohyun
Dart_Harriet Martinez_Carlota
Kruger_Zoe Hives_Zoe
Isaeva_Anhzelika McPhee_Kaylah
Hesse_Amandine Zantedeschi_Aurora
Bellis_Catherine Cheapchandej_Patcharin
Perez_Ellen Grymalska_Anastasia
Arcangioli_Manon Karolina_Anna
Hindova_Denisa Al-Nabhani_Fatma
Radisic_Nika Tilbuerger_Jantje
Berberovic_Nefisa Minnen_Greet
Liang_En-shuo Luikham_Jennifer
Lorenzo_Francesca Danilina_Anna
Bertoloni_Anita Kruzhkova_Daria
Desai_Zeel BreCkova_Nikola
Waltert_Simona Vidmanova_Darja
Leykina_Polina Ma_Ye-Xin
Kempen_Magali Rame_Alice
Hewitt_Dalayna Mihalikova_Tereza
Jeanjean_Leolia Eala_Alexandra
Fourlis_Jaimee Lao_Danielle
Lee_Pei-chi Namigata_Junri
Sato_Himari Friedsam_Anna-Lena
Marino_Rebecca Bektas_Emina
Pieri_Tatiana Jovic_Jovana
Barty_Ashleigh Shymanovich_Iryna
Mendez_Seone Melnikova_Marina
Garland_Joanna Stewart_Katerina
Inoue_Hina Cepelova_Jana
Karatancheva_Lia Stevens_Lexie
Spiteri_Dalila Aney_Jessie
Bencic_Belinda Kulikova_Anastasia
Georges_Myrtille Pliskova_Kristyna
Puig_Monica Zawadzka_Joanna
Rey_Alba Luca_Reka
Muramatsu_Chihiro Zuger_Joanne
Pellicano_Helene Kang_Jiaqi
Brouleau_Lou Popovic_Ivana
Granwehr_Alina Marcinko_Petra
Kontaveit_Anett Mrdeza_Tereza
Tjandramulia_Olivia Hoedt_Merel
Stefanini_Lucrezia Schunk_Nastasja
Kerkhove_Lesley Peng_Shuai
Jandakate_Chompoothip Wargnier_Lucie
Martic_Petra Danilovic_Olga
Siegemund_Laura Sabino_Lisa
Georgeta_Oana Inglis_Maddison
