definir_nombre_tournois 10
Cristina_Paula Bogdan_Ana
Vanlangendonck_Eliessa Shimizu_Ayano
Yushchenko_Valeriya Branstine_Carson
Aksu_Ayla Inoue_Hina
Kruger_Isabella Shymanovich_Iryna
Gatica_Barbara Kurata_Nathaly
Kudermetova_Polina Lazaro_Andrea
Da_Gabriella Hibino_Nao
Dema_Viktoriia Talbi_Shalimar
Katic_Vlada Matsuda_Misaki
Contreras_Fernanda Hanatani_Nagi
Sun_Xuliu Burel_Clara
Yamaguchi_Mei Bencic_Belinda
Liu_Fangzhou Helgø_Malene
Volynets_Katie Sakellaridi_Sapfo
Kania_Paula Murray_Samantha
Spiteri_Dalila Antonitsch_Mira
Bondarenko_Maria Burillo_Irene
Stamatova_Julia Burdina_Evgeniya
Meri_Eszter Shapatava_Sofia
Vekic_Donna Stollar_Fanny
Berberovic_Nefisa Gasanova_Anastasia
Fung_Stacey Koval_Vlada
Cristina_Paula Kovinic_Danka
Yushchenko_Valeriya Vanlangendonck_Eliessa
Kruger_Isabella Aksu_Ayla
Gatica_Barbara Kudermetova_Polina
Dema_Viktoriia Da_Gabriella
Contreras_Fernanda Katic_Vlada
Yamaguchi_Mei Sun_Xuliu
Volynets_Katie Liu_Fangzhou
Spiteri_Dalila Kania_Paula
Bondarenko_Maria Stamatova_Julia
Meri_Eszter Vekic_Donna
Berberovic_Nefisa Fung_Stacey
Cristina_Paula Yushchenko_Valeriya
Kruger_Isabella Gatica_Barbara
Dema_Viktoriia Contreras_Fernanda
Volynets_Katie Yamaguchi_Mei
Bondarenko_Maria Spiteri_Dalila
Meri_Eszter Berberovic_Nefisa
Cristina_Paula Kruger_Isabella
Dema_Viktoriia Volynets_Katie
Meri_Eszter Bondarenko_Maria
Cristina_Paula Dema_Viktoriia
Cristina_Paula Meri_Eszter
enregistrement_tournoi New-York 2019
Pachkaleva_Taisya Sukhotina_Anastasia
Shaffer_Kennedy Gamiz_Andrea
Yushchenko_Valeriya Halbauer_Elizabeth
Jebawy_Jasmin Jakupovic_Dalila
Sekulic_Sarah-Rebecca Kozlova_Kateryna
Lansere_Sofya Portillo_Maria
Okuno_Ayaka Ezzat_Yasmin
Glushko_Julia Drummy_Georgia
Andreescu_Bianca Burillo_Irene
Bartunkova_Nikola Stefani_Luisa
Zawadzka_Joanna Gamarra_Ingrid
Badosa_Paula Ying_Fang
Colling_Solymar Babic_Vladica
Contreras_Fernanda Marshall_Amber
Kanev_Kathleen Guo_Hanyu
Satralova_Denisa Watson_Heather
Kruger_Zoe Tere-Apisah_Abigail
Marcinko_Petra Cao_Siqi
Yi_Hong Wang_Qiang
Glushko_Lina Zavatska_Katarina
Gerlach_Katharina Vroome_Indy
Diatchenko_Vitalia Kolar_Nastja
Bozovic_Alexandra Burel_Clara
Hogenkamp_Richel Pegula_Jessica
Birrell_Kimberly Ruzic_Antonia
Nuudi_Maileen Aiava_Destanee
Cheapchandej_Patcharin Vekic_Donna
Routliffe_Erin Hindova_Denisa
Sawangkaew_Mananchaya Giovine_Claudia
Wirges_Angelina Tomic_Sara
Bhunu_Valeria Abanda_Françoise
Georgeta_Oana Cabaj_Jacqueline
Bondarenko_Maria Ostapenko_Jeļena
Volynets_Katie Evtimova_Dia
Erjavec_Veronika Mutavdzic_Matilda
Guerrero_Eva Reami_Adriana
Alexandrova_Ekaterina Bartone_Kamilla
Nguyen_Lucie Prati_Federica
Peterson_Rebecca Lee_Ya-Hsuan
Dmitrichenko_Yekaterina Siegemund_Laura
Bondarenko_Kateryna Pulchartova_Laetitia
Jimenez_Victoria Gasparyan_Margarita
Blinkova_Anna Muguruza_Garbine
Tomanova_Nikola Smith_Alicia
Inoue_Hina Quadre_Barakat
Keller_Nadine Eikeri_Ulrikke
Lavino_Irene Desperrier_Gaelle
Granwehr_Alina Steur_Julyette
Husaric_Anita Wildgruber_Anja
Meyer_Luisa Colmegna_Martina
Gillan_Alice Sato_Himari
Wachaczyk_Julia Hirata_Ayumi
Snigur_Daria Jaruskova_Timea
Melnikova_Marina Hatouka_Yuliya
Kuwata_Hiroko Plipuech_Peangtarn
Fourlis_Jaimee Ene_Cristina
Smitkova_Tereza Jorge_Matilde
Bilardo_Federica Zarycka_Anastasia
Garcia_Caroline Diyas_Zarina
Dema_Viktoriia Giavara_Haley
Wu_Ho-Ching Hertel_Anna
Saigo_Yukina Buzarnescu_Mihaela
Tanaka_Yuuki Kvitova_Petra
Nara_Kurumi Miyazaki_Yuriko
Shaffer_Kennedy Pachkaleva_Taisya
Yushchenko_Valeriya Jebawy_Jasmin
Sekulic_Sarah-Rebecca Lansere_Sofya
Okuno_Ayaka Glushko_Julia
Bartunkova_Nikola Andreescu_Bianca
Badosa_Paula Zawadzka_Joanna
Colling_Solymar Contreras_Fernanda
Kanev_Kathleen Satralova_Denisa
Marcinko_Petra Kruger_Zoe
Glushko_Lina Yi_Hong
Gerlach_Katharina Diatchenko_Vitalia
Bozovic_Alexandra Hogenkamp_Richel
Nuudi_Maileen Birrell_Kimberly
Cheapchandej_Patcharin Routliffe_Erin
Sawangkaew_Mananchaya Wirges_Angelina
Georgeta_Oana Bhunu_Valeria
Bondarenko_Maria Volynets_Katie
Erjavec_Veronika Guerrero_Eva
Alexandrova_Ekaterina Nguyen_Lucie
Dmitrichenko_Yekaterina Peterson_Rebecca
Jimenez_Victoria Bondarenko_Kateryna
Blinkova_Anna Tomanova_Nikola
Inoue_Hina Keller_Nadine
Lavino_Irene Granwehr_Alina
Meyer_Luisa Husaric_Anita
Wachaczyk_Julia Gillan_Alice
Snigur_Daria Melnikova_Marina
Kuwata_Hiroko Fourlis_Jaimee
Bilardo_Federica Smitkova_Tereza
Garcia_Caroline Dema_Viktoriia
Wu_Ho-Ching Saigo_Yukina
Nara_Kurumi Tanaka_Yuuki
Yushchenko_Valeriya Shaffer_Kennedy
Sekulic_Sarah-Rebecca Okuno_Ayaka
Bartunkova_Nikola Badosa_Paula
Colling_Solymar Kanev_Kathleen
Marcinko_Petra Glushko_Lina
Bozovic_Alexandra Gerlach_Katharina
Cheapchandej_Patcharin Nuudi_Maileen
Sawangkaew_Mananchaya Georgeta_Oana
Bondarenko_Maria Erjavec_Veronika
Dmitrichenko_Yekaterina Alexandrova_Ekaterina
Jimenez_Victoria Blinkova_Anna
Lavino_Irene Inoue_Hina
Meyer_Luisa Wachaczyk_Julia
Kuwata_Hiroko Snigur_Daria
Garcia_Caroline Bilardo_Federica
Nara_Kurumi Wu_Ho-Ching
Yushchenko_Valeriya Sekulic_Sarah-Rebecca
Bartunkova_Nikola Colling_Solymar
Marcinko_Petra Bozovic_Alexandra
Sawangkaew_Mananchaya Cheapchandej_Patcharin
Dmitrichenko_Yekaterina Bondarenko_Maria
Lavino_Irene Jimenez_Victoria
Kuwata_Hiroko Meyer_Luisa
Nara_Kurumi Garcia_Caroline
Yushchenko_Valeriya Bartunkova_Nikola
Sawangkaew_Mananchaya Marcinko_Petra
Lavino_Irene Dmitrichenko_Yekaterina
Nara_Kurumi Kuwata_Hiroko
Sawangkaew_Mananchaya Yushchenko_Valeriya
Lavino_Irene Nara_Kurumi
Sawangkaew_Mananchaya Lavino_Irene
enregistrement_tournoi Melbourne 2020
Kolar_Nastja Kudermetova_Polina
Bektas_Emina Lukas_Tena
Muguruza_Garbine Scholl_Chiara
Osborne_Alexandra Hatouka_Yuliya
Albie_Audrey Bhatia_Riya
Proctor_Lauren Heisen_Vivian
Jaruskova_Timea Salden_Lara
Muchova_Karolina Avdeeva_Julia
Garland_Joanna Pegula_Jessica
Saner_Julita Primorac_Iva
Weedon_Andrea Guerrero_Eva
Shvedova_Yaroslava Liauw_Noa
Akugue_Noma Minnen_Greet
Olmos_Giuliana Hodzic_Mina
Rogers_Shelby Radanovic_Dejana
Custic_Marta Burger_Cindy
Woolcock_Belinda Atucha_Ainhoa
Townsend_Taylor Kozarov_Katarina
Mansouri_Yasmine Khirin_Nicole
Falkner_Ziva Imanishi_Miharu
Moore_Tara Hoste_Claudia
Kanev_Kathleen Vicens_Rosa
Duan_Yingying Seibold_Emily
McHale_Christina Christensen_Elle
Rame_Alice Shalimova_Ekaterina
Riera_Julia Bondarenko_Kateryna
Yang_Zhaoxuan Bolkvadze_Mariam
Kolodziejova_Miriam Flink_Varvara
Fahey_Katharine Glatch_Alexa
Fernanda_Maria Fruhvirtova_Linda
Ivanova_Dasha Husaric_Anita
Juhaszova_Vivien Zhuk_Sofya
Amiraghyan_Ani Shusharina_Maria
Bjorklund_Mirjam Gerlach_Katharina
Bozovic_Alexandra Danilina_Anna
Hontama_Mai Uslu_Ozlem
Cascino_Estelle Stephens_Sloane
Dolehide_Caroline Barthel_Mona
Sleeth_Layne Rosatello_Camilla
Whittle_Sophia Kozaki_Funa
Rossi_Federica Gutierrez_Maria
Park_Sohyun Kladivova_Aneta
Kerkhove_Lesley Fetecau_Irina
Rogowska_Olivia Yadlapalli_Pranjala
Gleason_Quinn Yi_Hong
Webley-Smith_Emily Jandakate_Chompoothip
Curovic_Tamara Kozyreva_Maria
Keller_Nadine Mertens_Elise
Trevisan_Martina Sorribes_Sara
Lahey_Ashley Gambogi_Sara
Chang_Kai-chen Giorgi_Camila
Hindova_Denisa Stosur_Samantha
Mattek-Sands_Bethanie Olyanovskaya_Valeriya
Lee_Gabriela Matusova_Barbora
Zhu_Amy Paulina_Maria
Grammatikopoulou_Valentini Karatantcheva_Sesil
Herrmann_Sina Sutjiadi_Aldila
Choi_Ji-hee Krueger_Ashlyn
Mrdeza_Tereza Siedliska_Natalia
Tomic_Sara Pironkova_Tsvetana
Vogele_Stefanie Berankova_Karolina
Charaeva_Alina Kaji_Haruka
Appleton_Emily Omae_Akiko
Lys_Eva Da_Gabriella
Kolar_Nastja Bektas_Emina
Muguruza_Garbine Osborne_Alexandra
Proctor_Lauren Albie_Audrey
Muchova_Karolina Jaruskova_Timea
Saner_Julita Garland_Joanna
Weedon_Andrea Shvedova_Yaroslava
Olmos_Giuliana Akugue_Noma
Rogers_Shelby Custic_Marta
Townsend_Taylor Woolcock_Belinda
Mansouri_Yasmine Falkner_Ziva
Moore_Tara Kanev_Kathleen
McHale_Christina Duan_Yingying
Riera_Julia Rame_Alice
Kolodziejova_Miriam Yang_Zhaoxuan
Fernanda_Maria Fahey_Katharine
Juhaszova_Vivien Ivanova_Dasha
Bjorklund_Mirjam Amiraghyan_Ani
Bozovic_Alexandra Hontama_Mai
Cascino_Estelle Dolehide_Caroline
Sleeth_Layne Whittle_Sophia
Rossi_Federica Park_Sohyun
Rogowska_Olivia Kerkhove_Lesley
Webley-Smith_Emily Gleason_Quinn
Curovic_Tamara Keller_Nadine
Trevisan_Martina Lahey_Ashley
Hindova_Denisa Chang_Kai-chen
Lee_Gabriela Mattek-Sands_Bethanie
Grammatikopoulou_Valentini Zhu_Amy
Choi_Ji-hee Herrmann_Sina
Tomic_Sara Mrdeza_Tereza
Vogele_Stefanie Charaeva_Alina
Appleton_Emily Lys_Eva
Muguruza_Garbine Kolar_Nastja
Muchova_Karolina Proctor_Lauren
Weedon_Andrea Saner_Julita
Olmos_Giuliana Rogers_Shelby
Townsend_Taylor Mansouri_Yasmine
McHale_Christina Moore_Tara
Kolodziejova_Miriam Riera_Julia
Fernanda_Maria Juhaszova_Vivien
Bozovic_Alexandra Bjorklund_Mirjam
Sleeth_Layne Cascino_Estelle
Rossi_Federica Rogowska_Olivia
Curovic_Tamara Webley-Smith_Emily
Hindova_Denisa Trevisan_Martina
Grammatikopoulou_Valentini Lee_Gabriela
Choi_Ji-hee Tomic_Sara
Vogele_Stefanie Appleton_Emily
Muguruza_Garbine Muchova_Karolina
Olmos_Giuliana Weedon_Andrea
McHale_Christina Townsend_Taylor
Fernanda_Maria Kolodziejova_Miriam
Bozovic_Alexandra Sleeth_Layne
Rossi_Federica Curovic_Tamara
Hindova_Denisa Grammatikopoulou_Valentini
Choi_Ji-hee Vogele_Stefanie
Olmos_Giuliana Muguruza_Garbine
McHale_Christina Fernanda_Maria
Bozovic_Alexandra Rossi_Federica
Hindova_Denisa Choi_Ji-hee
McHale_Christina Olmos_Giuliana
Hindova_Denisa Bozovic_Alexandra
McHale_Christina Hindova_Denisa
affichage_joueuses_tournoi Melbourne 2020
enregistrement_tournoi Paris 2020
Trevisan_Martina Brantmeier_Reese
Arcangioli_Manon Matviyenko_Lisa
Guillermo_Lorraine McHale_Christina
Bartone_Kamilla Watson_Heather
Moore_Tara Murray_Samantha
Hertel_Anna Kolar_Nastja
Nguyen_Lucie Lene_Emma
Ruse_Elena-Gabriela Kubareva_Anna
Luikham_Jennifer Han_Na-lae
Mendez_Seone Samir_Sandra
Seguel_Daniela Perez_Estela
Garland_Joanna Appleton_Emily
Mcadoo_Rasheeda Kladivova_Aneta
Hercog_Polona Paquet_Chloe
Cengiz_Berfu Fossa_Nicole
Milovanovic_Elena Chlpac_Agustina
Minella_Mandy Wagner_Stephanie
Danilovic_Olga Arshinkova_Petia
Bucsa_Cristina Hennemann_Caijsa
Waltert_Simona Mishina_Daria
Ninomiya_Makoto Vogele_Stefanie
Georges_Myrtille Dolehide_Caroline
Kinard_Tori Lee_Hua-Chen
Zolotareva_Anastasia Kukharchuk_Nika
Juvan_Kaja Vondrousova_Marketa
Martincova_Tereza Sugnaux_Tess
Olmos_Giuliana Ayukawa_Mana
Strakhova_Valeriya Cervino_Celia
Dema_Viktoriia Lim_Alize
Simmonds_Chanel Lamens_Suzan
Catini_Chiara Garcia_Georgina
Barty_Ashleigh Bejenaru_Karola
Pieri_Tatiana Rossi_Federica
Oz_Ipek Bondar_Anna
Vasilescu_Arina Lopatetska_Daria
Kobori_Momoko Vidmanova_Darja
Pulchartova_Laetitia Satralova_Denisa
Giovine_Claudia Tang_Qianhui
Bogdan_Ana Stearns_Peyton
McPhee_Kaylah Jones_Francesca
Da_Gabriella Brouleau_Lou
Gao_Xinyu Lukas_Tena
Cristian_Jaqueline Shimizu_Eri
Kalinskaya_Anna LovriC_Pia
Abduraimova_Nigina Ganga_Eugenia
HoraCkova_Gabriela Bencheikh_Loudmilla
Sabino_Lisa Klasen_Anna
Rus_Arantxa Lorenzo_Francesca
Caregaro_Martina Mintegi_Ane
Collins_Danielle Bartunkova_Nikola
Savinykh_Valeria Renee_Andrea
Palkina_Ksenia Flipkens_Kirsten
Khazaniuk_Deniz Aikawa_Mayuka
Desperrier_Gaelle Ormaechea_Paula
Hindova_Denisa Scala_Camilla
Bassols_Marina Kobayashi_Honoka
Marand_Sanaz Zavatska_Katarina
Falconi_Irina Glushko_Lina
Bencic_Belinda Alves_Carolina
Evtimova_Dia Christie_Freya
Reasco_Mell Sleeth_Layne
Harrison_Catherine Haddad_Beatriz
Raina_Ankita Morderger_Yana
Cakarevic_Sara Yushchenko_Valeriya
Trevisan_Martina Arcangioli_Manon
Guillermo_Lorraine Bartone_Kamilla
Moore_Tara Hertel_Anna
Ruse_Elena-Gabriela Nguyen_Lucie
Mendez_Seone Luikham_Jennifer
Garland_Joanna Seguel_Daniela
Mcadoo_Rasheeda Hercog_Polona
Milovanovic_Elena Cengiz_Berfu
Danilovic_Olga Minella_Mandy
Waltert_Simona Bucsa_Cristina
Ninomiya_Makoto Georges_Myrtille
Kinard_Tori Zolotareva_Anastasia
Martincova_Tereza Juvan_Kaja
Strakhova_Valeriya Olmos_Giuliana
Simmonds_Chanel Dema_Viktoriia
Barty_Ashleigh Catini_Chiara
Pieri_Tatiana Oz_Ipek
Vasilescu_Arina Kobori_Momoko
Giovine_Claudia Pulchartova_Laetitia
McPhee_Kaylah Bogdan_Ana
Da_Gabriella Gao_Xinyu
Kalinskaya_Anna Cristian_Jaqueline
Abduraimova_Nigina HoraCkova_Gabriela
Rus_Arantxa Sabino_Lisa
Collins_Danielle Caregaro_Martina
Savinykh_Valeria Palkina_Ksenia
Desperrier_Gaelle Khazaniuk_Deniz
Bassols_Marina Hindova_Denisa
Marand_Sanaz Falconi_Irina
Bencic_Belinda Evtimova_Dia
Reasco_Mell Harrison_Catherine
Raina_Ankita Cakarevic_Sara
Trevisan_Martina Guillermo_Lorraine
Ruse_Elena-Gabriela Moore_Tara
Garland_Joanna Mendez_Seone
Mcadoo_Rasheeda Milovanovic_Elena
Waltert_Simona Danilovic_Olga
Ninomiya_Makoto Kinard_Tori
Martincova_Tereza Strakhova_Valeriya
Barty_Ashleigh Simmonds_Chanel
Vasilescu_Arina Pieri_Tatiana
McPhee_Kaylah Giovine_Claudia
Kalinskaya_Anna Da_Gabriella
Rus_Arantxa Abduraimova_Nigina
Savinykh_Valeria Collins_Danielle
Bassols_Marina Desperrier_Gaelle
Marand_Sanaz Bencic_Belinda
Reasco_Mell Raina_Ankita
Ruse_Elena-Gabriela Trevisan_Martina
Mcadoo_Rasheeda Garland_Joanna
Waltert_Simona Ninomiya_Makoto
Barty_Ashleigh Martincova_Tereza
Vasilescu_Arina McPhee_Kaylah
Kalinskaya_Anna Rus_Arantxa
Bassols_Marina Savinykh_Valeria
Reasco_Mell Marand_Sanaz
Ruse_Elena-Gabriela Mcadoo_Rasheeda
Waltert_Simona Barty_Ashleigh
Vasilescu_Arina Kalinskaya_Anna
Bassols_Marina Reasco_Mell
Ruse_Elena-Gabriela Waltert_Simona
Vasilescu_Arina Bassols_Marina
Vasilescu_Arina Ruse_Elena-Gabriela
enregistrement_tournoi Londres 2020
Shimizu_Eri sramkova_Rebecca
Kruger_Zoe Poznikhirenko_Ganna
Sleeth_Layne Bolkvadze_Mariam
Katic_Vlada Van_Alison
Kimchi_Shavit Rusova_Alica
Tubello_Alice Dunne_Katy
Zvonareva_Vera Dema_Viktoriia
Suarez_Carla Rosatello_Camilla
Cocciaretto_Elisabetta Plipuech_Peangtarn
Droguet_Aubane Deichmann_Kathinka
Soylu_İpek Arshinkova_Petia
Kubka_Martyna Turati_Bianca
Mikulskyte_Justina Noel_Mallaurie
Sema_Erika Bouzas_Jessica
Sanders_Storm Arruabarrena_Lara
Linette_Magda Kuznetsova_Svetlana
Zidansek_Tamara Alexandrova_Ekaterina
Mutavdzic_Matilda Partaud_Marine
Jakupovic_Dalila Karatancheva_Lia
Bouzkova_Marie Flink_Varvara
Boskovic_Lea Kolodziejova_Miriam
Whittle_Sophia Ignatik_Alexandra
Steur_Julyette Ma_Ye-Xin
Ryser_Valentina Avdeeva_Julia
Rogers_Shelby Ying_Fang
Juhaszova_Vivien Matviyenko_Lisa
Aikawa_Mayuka Wurth_Tara
Lukas_Tena Imanishi_Miharu
Bouzo_Noelia Krywoj_Melany
Buyukakçay_Çagla Celik_Susanne
Romer_Charlotte Chavatipon_Charlotte
Osuigwe_Whitney Yadlapalli_Pranjala
Kerkhove_Lesley Cisovska_Romana
Chlpac_Agustina Putintseva_Yulia
Siegemund_Laura Mishina_Daria
Lantigua_Ana Black_Hurricane
Morvayova_Viktoria Sakatsume_Himeno
Piai_Eduarda Sizikova_Yana
Vismane_Daniela Bouchard_Eugenie
Carreras_Amanda Lahey_Ashley
Kajuru_Ange Zimmermann_Kimberley
Niemeier_Jule Fourlis_Jaimee
Myers_Abbie Burel_Clara
Thandi_Karman Middendorf_Julia
Talbi_Shalimar Dodin_Oceane
Primorac_Iva McHale_Christina
Benoit_Marie Helgø_Malene
Wang_Meiling Pironkova_Tsvetana
Ivakhnenko_Valentyna Kempen_Magali
Gambogi_Sara Pigato_Lisa
Meri_Eszter Cabrera_Lizette
Rouvroy_Margaux Oosterhout_Erica
Cheong_Naomi Barty_Ashleigh
McNally_Catherine Hewitt_Dalayna
Caregaro_Martina Naito_Yuki
Cabaj_Jacqueline Yuan_Yue
Sanesi_Gaia Tanaka_Yuuki
Hibino_Nao Cherubini_Diletta
Kasatkina_Daria Barnett_Alicia
Sabino_Lisa Chang_Han-na
Kozlova_Kateryna Cavalle-Reimers_Yvonne
Strycova_Barbora Lamens_Suzan
Chiesa_Deborah Glatch_Alexa
Heisen_Vivian Jebawy_Jasmin
Kruger_Zoe Shimizu_Eri
Katic_Vlada Sleeth_Layne
Kimchi_Shavit Tubello_Alice
Suarez_Carla Zvonareva_Vera
Cocciaretto_Elisabetta Droguet_Aubane
Kubka_Martyna Soylu_İpek
Sema_Erika Mikulskyte_Justina
Sanders_Storm Linette_Magda
Zidansek_Tamara Mutavdzic_Matilda
Jakupovic_Dalila Bouzkova_Marie
Boskovic_Lea Whittle_Sophia
Steur_Julyette Ryser_Valentina
Juhaszova_Vivien Rogers_Shelby
Aikawa_Mayuka Lukas_Tena
Bouzo_Noelia Buyukakçay_Çagla
Osuigwe_Whitney Romer_Charlotte
Chlpac_Agustina Kerkhove_Lesley
Siegemund_Laura Lantigua_Ana
Piai_Eduarda Morvayova_Viktoria
Carreras_Amanda Vismane_Daniela
Niemeier_Jule Kajuru_Ange
Myers_Abbie Thandi_Karman
Primorac_Iva Talbi_Shalimar
Benoit_Marie Wang_Meiling
Ivakhnenko_Valentyna Gambogi_Sara
Meri_Eszter Rouvroy_Margaux
Cheong_Naomi McNally_Catherine
Cabaj_Jacqueline Caregaro_Martina
Hibino_Nao Sanesi_Gaia
Kasatkina_Daria Sabino_Lisa
Kozlova_Kateryna Strycova_Barbora
Heisen_Vivian Chiesa_Deborah
Katic_Vlada Kruger_Zoe
Suarez_Carla Kimchi_Shavit
Kubka_Martyna Cocciaretto_Elisabetta
Sanders_Storm Sema_Erika
Zidansek_Tamara Jakupovic_Dalila
Steur_Julyette Boskovic_Lea
Juhaszova_Vivien Aikawa_Mayuka
Osuigwe_Whitney Bouzo_Noelia
Chlpac_Agustina Siegemund_Laura
Piai_Eduarda Carreras_Amanda
Myers_Abbie Niemeier_Jule
Benoit_Marie Primorac_Iva
Ivakhnenko_Valentyna Meri_Eszter
Cheong_Naomi Cabaj_Jacqueline
Hibino_Nao Kasatkina_Daria
Kozlova_Kateryna Heisen_Vivian
Suarez_Carla Katic_Vlada
Kubka_Martyna Sanders_Storm
Steur_Julyette Zidansek_Tamara
Osuigwe_Whitney Juhaszova_Vivien
Piai_Eduarda Chlpac_Agustina
Myers_Abbie Benoit_Marie
Ivakhnenko_Valentyna Cheong_Naomi
Hibino_Nao Kozlova_Kateryna
Suarez_Carla Kubka_Martyna
Steur_Julyette Osuigwe_Whitney
Myers_Abbie Piai_Eduarda
Hibino_Nao Ivakhnenko_Valentyna
Suarez_Carla Steur_Julyette
Myers_Abbie Hibino_Nao
Suarez_Carla Myers_Abbie
enregistrement_tournoi New-York 2020
Dema_Viktoriia Jabeur_Ons
Carter_Hayley Struplova_Julie
Ainitdinova_Gozal Bondarenko_Kateryna
Celik_Susanne Fernandez_Leylah
Lahey_Ashley Kilnarova_Monica
Gorgodze_Ekaterine Gao_Xinyu
Hartono_Arianne Dunne_Katy
Livianu_Jessica Cavalle-Reimers_Yvonne
Mintegi_Ane Cao_Siqi
Fahey_Katharine Rosca_Christina
Subhash_Natasha Giorgi_Camila
Arseneault_Ariana Scilipoti_Sebastianna
Lu_Jiajing Branstine_Carson
Laskutova_Ksenia Pieri_Jessica
Milovanovic_Elena Lumsden_Maia
Granwehr_Alina Muchova_Karolina
Christensen_Elle Shinikova_Isabella
Gadecki_Olivia Cervino_Celia
Parry_Diane Chlpac_Agustina
Gambogi_Sara Portillo_Maria
Silich_Alina Vicens_Rosa
Schader_Laura Kolar_Nastja
Bektas_Emina Kobayashi_Honoka
Jaruskova_Timea CvetkoviC_Tina
Gracheva_Varvara Tan_Harmony
Swiatek_Iga Hsieh_Su-wei
Korpatsch_Tamara Cepede_Veronica
Snigur_Daria Sakkari_Maria
Bondar_Anna Radisic_Nika
Kolodynska_Jana Matviyenko_Lisa
Pliskova_Kristyna Sato_Himari
Tilbuerger_Jantje Moore_Tara
Suvrijn_Jade Bozovic_Alexandra
Saigo_Yukina Mattek-Sands_Bethanie
Scholl_Chiara Sun_Xuliu
Gillan_Alice Stollar_Fanny
Gutierrez_Maria Pironkova_Tsvetana
Vickery_Sachia Hewitt_Dalayna
Lepchenko_Varvara Bogdan_Ana
Kiick_Allie Keller_Nadine
Zeballos_Noelia Min_Grace
Collins_Danielle Smith_Tina
Zhang_Kailin Romero_Leyre
Bondarenko_Maria Hsu_Chieh-yu
Minnen_Greet Hesse_Amandine
Bolton_Elysia Heisen_Vivian
Piai_Eduarda Duan_Yingying
Oz_Ipek Ghitescu_Andreea
Morvayova_Viktoria Escauriza_Lara
Barnett_Alicia Baptiste_Hailey
Colmegna_Martina Erjavec_Veronika
Chanta_Aunchisa Riske_Alison
Gasanova_Anastasia Bojovic_Jana
