definir_nombre_tournois 10
Kanapatskaya_Viktoriya Vickery_Sachia
Kasatkina_Daria Flink_Varvara
Jorge_Francisca Visscher_Stephanie
Murta_Ines Hondo_Sakura
Eraydin_Basak Popovic_Ivana
Hirata_Ayumi Schoofs_Bibiane
Livianu_Jessica Pribylova_Anastasia
Duerst_Jenny Haas_Barbara
Ezzat_Yasmin Pulchartova_Laetitia
Ivakhnenko_Valentyna Vidmanova_Darja
Stokke_Melanie Belgraver_Julie
Bilardo_Federica Klasen_Anna
Bolkvadze_Mariam Njiric_Silvia
Naef_Celine Tauson_Clara
Estable_Julieta Klincov_Bojana
Reami_Adriana Cako_Jacqueline
Smith_Alicia Vondrousova_Marketa
Martincova_Tereza Glatch_Alexa
Strycova_Barbora Siedliska_Natalia
Danilovic_Olga Anshba_Amina
Kasatkina_Daria Kanapatskaya_Viktoriya
Murta_Ines Jorge_Francisca
Eraydin_Basak Hirata_Ayumi
Livianu_Jessica Duerst_Jenny
Ezzat_Yasmin Ivakhnenko_Valentyna
Bilardo_Federica Stokke_Melanie
Bolkvadze_Mariam Naef_Celine
Reami_Adriana Estable_Julieta
Smith_Alicia Martincova_Tereza
Strycova_Barbora Danilovic_Olga
Kasatkina_Daria Murta_Ines
Eraydin_Basak Livianu_Jessica
Bilardo_Federica Ezzat_Yasmin
Bolkvadze_Mariam Reami_Adriana
Smith_Alicia Strycova_Barbora
Eraydin_Basak Kasatkina_Daria
Bilardo_Federica Bolkvadze_Mariam
Smith_Alicia Eraydin_Basak
Bilardo_Federica Smith_Alicia
afficher_matchs_joueuse Melbourne 2020 Murta_Ines
enregistrement_tournoi Paris 2020
Carreras_Amanda Cervino_Celia
Gutierrez_Maria Gerlach_Katharina
Bandecchi_Susan Morvayova_Viktoria
Montgomery_Robin Kolodynska_Jana
Sofia_Ana Cascino_Estelle
You_Xiaodi Mintegi_Ane
Kinard_Tori Amanmuradova_Akgul
Branstine_Carson Bouzo_Noelia
Duerst_Jenny Zarycka_Anastasia
Georges_Myrtille Gonzalez_Montserrat
Bellis_Catherine Han_Jiangxue
Saigo_Yukina Oliynykova_Oleksandra
Arseneault_Ariana Kukharchuk_Nika
Wargnier_Lucie Barthel_Mona
Janicijevic_Selena Shimizu_Eri
Brady_Jennifer Morderger_Tayisiya
Stefanini_Lucrezia Namigata_Junri
Hance_Kimmi Riske_Alison
Luca_Reka sramkova_Rebecca
Yudanov_Marina Gatica_Barbara
Dolehide_Caroline Sewing_Sofia
Falkowska_Weronika Maria_Patricia
Kruger_Zoe Sysoeva_Anastasia
Ninomiya_Makoto Nefedova_Anastasia
Frech_Magdalena Giavara_Haley
Burger_Cindy Fung_Stacey
Mihalikova_Tereza Dmitrichenko_Yekaterina
Falkner_Ziva Okamura_Kyoka
Vroome_Indy Bartone_Kamilla
Snigur_Daria Gadient_Nicole
Liang_En-shuo Juhaszova_Vivien
Kozaki_Funa Kimmelmann_Julia
Meliss_Verena Webley-Smith_Emily
Cirstea_Sorana Drummy_Georgia
Arcangioli_Manon Volynets_Katie
Nuudi_Maileen Guillermo_Lorraine
Hourigan_Paige Mandlik_Elizabeth
Gatto-Monticone_Giulia Ahn_Kristie
Vismane_Daniela Scholsen_Helene
Klasen_Anna Dagan_Mika
Laboutkova_Aneta Dartron_emeline
Matviyenko_Lisa Kerber_Angelique
Ormaechea_Paula Milovanovic_Elena
Mrdeza_Tereza Yi_Hong
Whittle_Sophia Colmegna_Martina
Li_Ann Zaja_Anna
Hosonuma_Chisa Paquet_Chloe
Vandeweghe_CoCo Friedsam_Anna-Lena
Elie_Jennifer Mateas_Maria
Lindh_Emilie Cepede_Veronica
Katic_Vlada Inglis_Maddison
Vlasselaer_Clara Rossi_Federica
Wildgruber_Anja Mattek-Sands_Bethanie
Kuzmova_Viktoria Kalita_Anhelina
Golubic_Viktorija Anisimova_Amanda
Chang_Han-na Govortsova_Olga
Scholl_Chiara Chang_Kai-chen
Aney_Jessie Bjorklund_Mirjam
Struplova_Julie Koval_Vlada
Sonmez_Zeynep Woolcock_Belinda
Da_Gabriella Garland_Joanna
Estable_Julieta Cherubini_Diletta
Gavrilova_Daria Isaeva_Anhzelika
Muguruza_Garbine Salkova_Dominika
Gutierrez_Maria Carreras_Amanda
Montgomery_Robin Bandecchi_Susan
Sofia_Ana You_Xiaodi
Branstine_Carson Kinard_Tori
Duerst_Jenny Georges_Myrtille
Bellis_Catherine Saigo_Yukina
Arseneault_Ariana Wargnier_Lucie
Janicijevic_Selena Brady_Jennifer
Hance_Kimmi Stefanini_Lucrezia
Yudanov_Marina Luca_Reka
Falkowska_Weronika Dolehide_Caroline
Kruger_Zoe Ninomiya_Makoto
Frech_Magdalena Burger_Cindy
Falkner_Ziva Mihalikova_Tereza
Vroome_Indy Snigur_Daria
Kozaki_Funa Liang_En-shuo
Cirstea_Sorana Meliss_Verena
Arcangioli_Manon Nuudi_Maileen
Gatto-Monticone_Giulia Hourigan_Paige
Klasen_Anna Vismane_Daniela
Laboutkova_Aneta Matviyenko_Lisa
Mrdeza_Tereza Ormaechea_Paula
Li_Ann Whittle_Sophia
Vandeweghe_CoCo Hosonuma_Chisa
Elie_Jennifer Lindh_Emilie
Katic_Vlada Vlasselaer_Clara
Wildgruber_Anja Kuzmova_Viktoria
Golubic_Viktorija Chang_Han-na
Scholl_Chiara Aney_Jessie
Sonmez_Zeynep Struplova_Julie
Estable_Julieta Da_Gabriella
Muguruza_Garbine Gavrilova_Daria
Montgomery_Robin Gutierrez_Maria
Sofia_Ana Branstine_Carson
Bellis_Catherine Duerst_Jenny
Janicijevic_Selena Arseneault_Ariana
Yudanov_Marina Hance_Kimmi
Kruger_Zoe Falkowska_Weronika
Frech_Magdalena Falkner_Ziva
Vroome_Indy Kozaki_Funa
Cirstea_Sorana Arcangioli_Manon
Klasen_Anna Gatto-Monticone_Giulia
Mrdeza_Tereza Laboutkova_Aneta
Li_Ann Vandeweghe_CoCo
Elie_Jennifer Katic_Vlada
Wildgruber_Anja Golubic_Viktorija
Scholl_Chiara Sonmez_Zeynep
Estable_Julieta Muguruza_Garbine
Sofia_Ana Montgomery_Robin
Janicijevic_Selena Bellis_Catherine
Yudanov_Marina Kruger_Zoe
Vroome_Indy Frech_Magdalena
Cirstea_Sorana Klasen_Anna
Mrdeza_Tereza Li_Ann
Elie_Jennifer Wildgruber_Anja
Scholl_Chiara Estable_Julieta
Sofia_Ana Janicijevic_Selena
Yudanov_Marina Vroome_Indy
Mrdeza_Tereza Cirstea_Sorana
Elie_Jennifer Scholl_Chiara
Sofia_Ana Yudanov_Marina
Elie_Jennifer Mrdeza_Tereza
Elie_Jennifer Sofia_Ana
afficher_matchs_joueuse Paris 2020 Mihalikova_Tereza
enregistrement_tournoi Londres 2020
Timofeeva_Maria Shapatava_Sofia
Kozaki_Funa Danilovic_Olga
Williams_Serena Marshall_Amber
Desai_Zeel Ghitescu_Andreea
Yerolymos_Margot Rey_Alba
Puig_Monica Steur_Julyette
Bartone_Kamilla Falkowska_Weronika
Matviyenko_Lisa Benoit_Marie
Namigata_Junri Nuudi_Maileen
Badosa_Paula Osborne_Alexandra
Park_Sohyun Gadecki_Olivia
Middendorf_Julia Luangnam_Nudnida
Fernandez_Leylah Bulgaru_Miriam
Fiquet_Tiphanie Astakhova_Darya
Hercog_Polona Hayashi_Erina
Kontaveit_Anett Koshiishi_Ayumi
Sama_Sathwika Rakhimova_Kamilla
HoraCkova_Gabriela Gadient_Nicole
Baptiste_Hailey Howard_Zoe
Bouzas_Jessica Deichmann_Kathinka
Sizikova_Yana BreCkova_Nikola
Raggi_Angelica Piai_Eduarda
Fita_Angela Prati_Federica
LovriC_Pia Loeb_Jamie
Lavino_Irene Jebawy_Jasmin
Hoedt_Merel Poznikhirenko_Ganna
Jovic_Jovana Ponchet_Jessika
Friedsam_Anna-Lena Milovanovic_Elena
Gavrilova_Daria Carter_Hayley
Jaruskova_Timea Orange_Margaux
Miyazaki_Yuriko Inoue_Hina
Glushko_Julia Blinkova_Anna
Ochsner_Svenja Vickery_Sachia
Craciun_Georgia Rybakina_Elena
Celik_Susanne Kozyreva_Maria
Putintseva_Yulia Avdeeva_Julia
Rogers_Shelby Naef_Celine
Garland_Joanna Anisimova_Amanda
Lukacs_Vanda Fung_Stacey
Lene_Emma Jakupovic_Dalila
Masarova_Rebeka Fossa_Nicole
Wang_Meiling Aiava_Destanee
Cako_Jacqueline Tikhonova_Anastasia
Galfi_Dalma Price_Gabriella
Chikaraishi_Yui Paolini_Jasmine
Gabueva_Angelina Podoroska_Nadia
Amiraghyan_Ani Nagy_Adrienn
Kalinskaya_Anna Loredana_Ioana
Nara_Kurumi Snigur_Daria
Bouchard_Eugenie Wirges_Angelina
Lapko_Vera Dentoni_Corinna
Siskova_Anna Capurro_Martina
Murray_Samantha Sanders_Storm
Vedder_Eva Buzarnescu_Mihaela
Wang_Yafan Lazaro_Andrea
Salvi_Linda Weedon_Andrea
Elie_Jennifer Crescenzi_Giulia
Navarro_Emma Watson_Heather
Morderger_Tayisiya Chlpac_Agustina
Hirata_Ayumi Stephens_Sloane
You_Xiaodi Hatouka_Yuliya
Gao_Xinyu Andrianjafitrimo_Tessah
Guo_Shanshan Peng_Shuai
Nahimana_Sada Bara_Irina
Kozaki_Funa Timofeeva_Maria
Desai_Zeel Williams_Serena
Yerolymos_Margot Puig_Monica
Bartone_Kamilla Matviyenko_Lisa
Badosa_Paula Namigata_Junri
Middendorf_Julia Park_Sohyun
Fiquet_Tiphanie Fernandez_Leylah
Hercog_Polona Kontaveit_Anett
HoraCkova_Gabriela Sama_Sathwika
Bouzas_Jessica Baptiste_Hailey
Raggi_Angelica Sizikova_Yana
Fita_Angela LovriC_Pia
Hoedt_Merel Lavino_Irene
Jovic_Jovana Friedsam_Anna-Lena
Gavrilova_Daria Jaruskova_Timea
Miyazaki_Yuriko Glushko_Julia
Craciun_Georgia Ochsner_Svenja
Putintseva_Yulia Celik_Susanne
Garland_Joanna Rogers_Shelby
Lene_Emma Lukacs_Vanda
Masarova_Rebeka Wang_Meiling
Galfi_Dalma Cako_Jacqueline
Chikaraishi_Yui Gabueva_Angelina
Amiraghyan_Ani Kalinskaya_Anna
Nara_Kurumi Bouchard_Eugenie
Siskova_Anna Lapko_Vera
Vedder_Eva Murray_Samantha
Salvi_Linda Wang_Yafan
Navarro_Emma Elie_Jennifer
Morderger_Tayisiya Hirata_Ayumi
You_Xiaodi Gao_Xinyu
Guo_Shanshan Nahimana_Sada
Desai_Zeel Kozaki_Funa
Bartone_Kamilla Yerolymos_Margot
Middendorf_Julia Badosa_Paula
Hercog_Polona Fiquet_Tiphanie
Bouzas_Jessica HoraCkova_Gabriela
Raggi_Angelica Fita_Angela
Hoedt_Merel Jovic_Jovana
Gavrilova_Daria Miyazaki_Yuriko
Craciun_Georgia Putintseva_Yulia
Garland_Joanna Lene_Emma
Galfi_Dalma Masarova_Rebeka
Chikaraishi_Yui Amiraghyan_Ani
Nara_Kurumi Siskova_Anna
Salvi_Linda Vedder_Eva
Morderger_Tayisiya Navarro_Emma
You_Xiaodi Guo_Shanshan
Bartone_Kamilla Desai_Zeel
Hercog_Polona Middendorf_Julia
Bouzas_Jessica Raggi_Angelica
Gavrilova_Daria Hoedt_Merel
Garland_Joanna Craciun_Georgia
Galfi_Dalma Chikaraishi_Yui
Salvi_Linda Nara_Kurumi
You_Xiaodi Morderger_Tayisiya
Hercog_Polona Bartone_Kamilla
Bouzas_Jessica Gavrilova_Daria
Garland_Joanna Galfi_Dalma
Salvi_Linda You_Xiaodi
Bouzas_Jessica Hercog_Polona
Garland_Joanna Salvi_Linda
Garland_Joanna Bouzas_Jessica
afficher_matchs_joueuse Londres 2020 Middendorf_Julia
enregistrement_tournoi New-York 2020
Ezzat_Yasmin Ghitescu_Andreea
Lee_Hua-Chen Sonmez_Zeynep
Wang_Xinyu Dema_Viktoriia
Sun_Lulu Kudashova_Daria
Kimmelmann_Julia Brodsky_Gail
Harrison_Catherine Cengiz_Berfu
Strakhova_Valeriya Failla_Jessica
Arcidiacono_Federica Kang_Jiaqi
Lodikova_Daria Caregaro_Martina
Chikaraishi_Yui Meri_Eszter
Andreeva_Erika Ruppert_Lena
Mikulskyte_Justina Cristina_Paula
Tere-Apisah_Abigail Duan_Yingying
Tsurenko_Lesia Diyas_Zarina
Kalinskaya_Anna Eikeri_Ulrikke
Kozyreva_Maria Birrell_Kimberly
Eraydin_Basak Cakarevic_Sara
Rame_Alice Custic_Marta
Yerolymos_Margot Seguel_Daniela
Rakhimova_Kamilla Blinkova_Anna
Sugnaux_Tess Osaka_Mari
Shimizu_Ayano Keller_Nadine
Wildgruber_Anja Keys_Madison
Korpatsch_Tamara Payola_Julia
Hennemann_Caijsa Shvedova_Yaroslava
Jorge_Matilde Smith_Tina
Vukovic_Draginja Colmegna_Martina
Ormaechea_Paula Kubareva_Anna
Babic_Vladica Anisimova_Amanda
Kuwata_Hiroko Stefani_Luisa
Cascino_Estelle Shaffer_Kennedy
Albie_Audrey Fernandez_Leylah
Robbe_Alice Jorovic_Ivana
Gracheva_Varvara Oliynykova_Oleksandra
Guo_Meiqi Marti_Sandy
Collins_Danielle Palkina_Ksenia
Brantmeier_Reese Ruzic_Antonia
Mutavdzic_Matilda Leykina_Polina
Rybakina_Elena Isaeva_Anhzelika
Droguet_Aubane Zhu_Lin
Partaud_Marine Suvrijn_Jade
Halep_Simona Hodzic_Mina
Vanlangendonck_Eliessa Ostlund_Fanny
Liu_Chang Shibahara_Ena
Ianchuk_Olga Desperrier_Gaelle
Lapko_Vera Bondar_Anna
Maria_Patricia Demidova_Diana
Min_Grace Laskutova_Ksenia
Szabanin_Natalia Al-Nabhani_Fatma
Perez_Estela Khromacheva_Irina
Rodionova_Arina Sebov_Katherine
